,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
1465,463931,MASCULINO,SIM,49,SIM,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_6,B
1466,463932,FEMININO,SIM,69,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,A
1467,463941,FEMININO,NAO,29,NAO,ARTISTA,1.0,BAIXO,6.0,Cat_4,D
1468,463943,MASCULINO,NAO,68,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,C
1469,463946,MASCULINO,NAO,33,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,3.0,Cat_4,D
1470,463948,MASCULINO,SIM,38,NAO,EXECUTIVO,3.0,ALTO,5.0,Cat_6,A
1471,463951,MASCULINO,SIM,52,NAO,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,B
1472,463955,MASCULINO,SIM,28,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
1473,463958,FEMININO,NAO,27,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_2,B
1474,463961,FEMININO,NAO,28,NAO,ENGENHEIRO,0.0,BAIXO,4.0,Cat_4,B
1475,463963,FEMININO,SIM,25,NAO,ENGENHEIRO,7.0,ALTO,3.0,Cat_6,A
1476,463966,FEMININO,NAO,30,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,A
1477,463978,MASCULINO,SIM,40,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_2,A
1478,463980,FEMININO,NAO,25,SIM,ARTISTA,0.0,BAIXO,9.0,Cat_6,B
1480,463983,FEMININO,SIM,43,NAO,ENGENHEIRO,0.0,MEDIO,2.0,Cat_4,A
1481,463986,FEMININO,NAO,26,SIM,ARTISTA,1.0,BAIXO,4.0,Cat_6,B
1482,463997,FEMININO,SIM,37,NAO,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_6,C
1483,464000,FEMININO,NAO,28,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_7,B
1484,464004,FEMININO,SIM,31,NAO,MARKETING,1.0,BAIXO,5.0,Cat_4,A
1485,464007,MASCULINO,SIM,46,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
1486,464009,FEMININO,SIM,47,SIM,ARTISTA,5.0,MEDIO,4.0,Cat_6,C
1487,464010,MASCULINO,NAO,28,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,B
1488,464013,MASCULINO,NAO,30,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_6,D
1490,464019,MASCULINO,NAO,23,NAO,ARTISTA,2.0,BAIXO,5.0,Cat_6,D
1491,464021,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_6,D
1492,464023,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_7,D
1493,464030,MASCULINO,NAO,22,NAO,ENTRETENIMENTO,1.0,BAIXO,4.0,Cat_6,D
1494,464031,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,C
1495,464032,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
1496,464033,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,B
1497,464039,MASCULINO,NAO,39,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
1498,464042,FEMININO,SIM,38,SIM,ARTISTA,8.0,BAIXO,2.0,Cat_6,D
1499,464046,MASCULINO,NAO,33,SIM,ASSISTENCIA_MEDICA,3.0,BAIXO,1.0,Cat_6,A
1500,464048,FEMININO,NAO,38,SIM,DONA_DE_CASA,4.0,BAIXO,1.0,Cat_6,B
1501,464049,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,A
1502,464053,FEMININO,SIM,35,NAO,ENTRETENIMENTO,4.0,BAIXO,1.0,Cat_6,D
1503,464054,MASCULINO,SIM,32,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,A
1504,464059,MASCULINO,SIM,59,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,D
1505,464063,FEMININO,NAO,32,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,B
1506,464066,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,8.0,BAIXO,3.0,Cat_4,C
1507,464067,FEMININO,NAO,31,SIM,ENTRETENIMENTO,0.0,BAIXO,4.0,Cat_2,A
1508,464068,MASCULINO,SIM,59,NAO,EXECUTIVO,0.0,ALTO,4.0,Cat_6,B
1509,464071,MASCULINO,SIM,87,SIM,ADVOGADO,0.0,ALTO,2.0,Cat_6,A
1510,464072,MASCULINO,SIM,53,SIM,EXECUTIVO,0.0,BAIXO,2.0,Cat_6,C
1511,464076,MASCULINO,SIM,83,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,D
1512,464084,MASCULINO,NAO,33,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_4,A
1515,464096,FEMININO,NAO,27,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_4,A
1516,464099,FEMININO,SIM,42,SIM,ARTISTA,5.0,MEDIO,2.0,Cat_4,A
1517,464103,MASCULINO,SIM,46,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_6,B
1518,464110,MASCULINO,SIM,63,SIM,DOUTOR,0.0,ALTO,2.0,Cat_6,C
1519,464112,MASCULINO,NAO,32,SIM,DOUTOR,1.0,BAIXO,2.0,Cat_6,B
1520,464115,FEMININO,NAO,38,SIM,ENGENHEIRO,0.0,BAIXO,3.0,Cat_6,C
1521,464118,MASCULINO,NAO,38,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,D
1522,464121,FEMININO,SIM,63,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,D
1523,464123,FEMININO,NAO,45,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
1524,464127,FEMININO,NAO,33,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_2,A
1525,464132,MASCULINO,NAO,27,NAO,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,C
1526,464137,FEMININO,SIM,87,NAO,ARTISTA,7.0,ALTO,2.0,Cat_7,B
1527,464139,FEMININO,NAO,25,NAO,ASSISTENCIA_MEDICA,14.0,BAIXO,1.0,Cat_6,D
1528,464144,MASCULINO,SIM,61,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,B
1529,464152,MASCULINO,SIM,41,SIM,ARTISTA,1.0,ALTO,4.0,Cat_6,B
1531,464167,MASCULINO,SIM,51,SIM,EXECUTIVO,4.0,ALTO,3.0,Cat_6,B
1533,464172,MASCULINO,SIM,60,SIM,ARTISTA,3.0,ALTO,3.0,Cat_6,C
1534,464173,MASCULINO,SIM,65,SIM,ARTISTA,6.0,MEDIO,3.0,Cat_6,D
1536,464176,FEMININO,SIM,41,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
1537,464179,FEMININO,SIM,56,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,A
1538,464180,FEMININO,SIM,74,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,C
1539,464182,MASCULINO,SIM,39,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_2,B
1540,464183,FEMININO,NAO,42,NAO,ARTISTA,2.0,BAIXO,2.0,Cat_6,A
1541,464185,MASCULINO,SIM,68,SIM,ARTISTA,5.0,ALTO,2.0,Cat_6,A
1542,464195,MASCULINO,NAO,30,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
1543,464200,FEMININO,NAO,32,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,C
1544,464202,MASCULINO,SIM,43,SIM,ARTISTA,13.0,BAIXO,1.0,Cat_6,A
1545,464204,FEMININO,SIM,40,SIM,ARTISTA,3.0,ALTO,2.0,Cat_5,C
1546,464205,FEMININO,SIM,87,NAO,ENTRETENIMENTO,0.0,ALTO,2.0,Cat_6,D
1547,464206,MASCULINO,SIM,43,NAO,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
1548,464211,MASCULINO,SIM,48,SIM,DOUTOR,1.0,MEDIO,3.0,Cat_2,C
1549,464212,FEMININO,SIM,58,SIM,MARKETING,0.0,MEDIO,2.0,Cat_6,A
1551,464217,FEMININO,NAO,30,NAO,ASSISTENCIA_MEDICA,14.0,BAIXO,3.0,Cat_6,A
1552,464223,FEMININO,SIM,53,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_6,D
1553,464226,FEMININO,SIM,56,SIM,ARTISTA,3.0,MEDIO,3.0,Cat_6,C
1554,464231,MASCULINO,SIM,48,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,B
1555,464232,MASCULINO,SIM,28,NAO,DOUTOR,1.0,BAIXO,5.0,Cat_6,D
1556,464246,FEMININO,SIM,61,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
1557,464254,MASCULINO,SIM,62,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,C
1558,464255,FEMININO,SIM,49,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_4,B
1560,464265,MASCULINO,SIM,62,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
1562,464270,FEMININO,NAO,48,SIM,ARTISTA,4.0,BAIXO,1.0,Cat_6,B
1563,464271,FEMININO,SIM,36,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_2,B
1564,464274,FEMININO,SIM,56,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_6,D
1565,464276,FEMININO,SIM,66,NAO,MARKETING,0.0,ALTO,2.0,Cat_1,D
1566,464283,MASCULINO,NAO,40,SIM,ARTISTA,6.0,BAIXO,2.0,Cat_6,D
1567,464286,FEMININO,SIM,57,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
1569,464289,MASCULINO,SIM,35,NAO,MARKETING,1.0,BAIXO,3.0,Cat_6,A
1570,464292,MASCULINO,SIM,58,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
1571,464297,MASCULINO,NAO,29,NAO,ARTISTA,8.0,BAIXO,5.0,Cat_5,D
1572,464298,MASCULINO,NAO,26,NAO,DOUTOR,0.0,BAIXO,1.0,Cat_6,A
1573,464308,FEMININO,SIM,84,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,D
1574,464318,MASCULINO,SIM,86,SIM,EXECUTIVO,0.0,BAIXO,1.0,Cat_6,D
1575,464320,MASCULINO,SIM,77,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,D
1576,464326,FEMININO,NAO,37,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,A
1577,464332,MASCULINO,SIM,74,NAO,EXECUTIVO,0.0,ALTO,2.0,Cat_6,B
1578,464339,MASCULINO,NAO,27,NAO,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
1579,464344,FEMININO,SIM,56,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,D
1580,464351,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_6,A
1581,464364,MASCULINO,SIM,39,SIM,ARTISTA,7.0,MEDIO,2.0,Cat_6,C
1582,464368,MASCULINO,SIM,35,SIM,ENTRETENIMENTO,3.0,MEDIO,2.0,Cat_6,A
1583,464370,MASCULINO,SIM,66,SIM,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_6,A
1584,464373,FEMININO,NAO,47,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,C
1585,464378,FEMININO,SIM,36,SIM,ARTISTA,8.0,MEDIO,2.0,Cat_6,B
1586,464381,MASCULINO,SIM,43,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_6,D
1587,464382,FEMININO,SIM,55,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,D
1588,464386,MASCULINO,SIM,41,SIM,DOUTOR,0.0,MEDIO,3.0,Cat_6,A
1589,464387,FEMININO,NAO,26,SIM,ARTISTA,9.0,BAIXO,5.0,Cat_6,D
1590,464389,MASCULINO,SIM,72,SIM,ARTISTA,0.0,ALTO,2.0,Cat_2,A
1592,464396,MASCULINO,SIM,38,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,D
1593,464412,MASCULINO,SIM,72,NAO,ADVOGADO,1.0,BAIXO,2.0,Cat_6,C
1594,464424,MASCULINO,NAO,31,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,A
1595,464425,MASCULINO,NAO,41,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,B
1596,464432,MASCULINO,NAO,25,NAO,ENGENHEIRO,9.0,BAIXO,2.0,Cat_3,D
1598,464436,MASCULINO,SIM,83,SIM,ADVOGADO,0.0,ALTO,2.0,Cat_4,D
1599,464437,FEMININO,SIM,51,SIM,ENGENHEIRO,0.0,MEDIO,4.0,Cat_6,B
1600,464441,MASCULINO,SIM,40,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_2,D
1601,464451,FEMININO,SIM,76,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
1602,464456,MASCULINO,SIM,29,SIM,ARTISTA,1.0,BAIXO,4.0,Cat_6,A
1603,464468,MASCULINO,SIM,46,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,B
1604,464473,FEMININO,SIM,58,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,A
1605,464474,FEMININO,NAO,46,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,D
1606,464478,FEMININO,SIM,74,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,D
1607,464481,MASCULINO,SIM,53,SIM,EXECUTIVO,1.0,ALTO,3.0,Cat_6,A
1608,464482,MASCULINO,SIM,63,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,D
1609,464483,FEMININO,SIM,49,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
1610,464485,MASCULINO,NAO,25,SIM,ENTRETENIMENTO,5.0,BAIXO,2.0,Cat_3,A
1611,464487,MASCULINO,NAO,46,NAO,ENGENHEIRO,1.0,BAIXO,3.0,Cat_4,C
1612,464488,FEMININO,NAO,43,SIM,ARTISTA,7.0,BAIXO,9.0,Cat_6,B
1613,464494,FEMININO,SIM,58,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_3,C
1614,464499,MASCULINO,SIM,41,SIM,EXECUTIVO,1.0,ALTO,4.0,Cat_6,C
1615,464501,FEMININO,NAO,28,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
1616,464504,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,A
1617,464506,MASCULINO,NAO,29,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,2.0,Cat_4,B
1619,464522,FEMININO,NAO,39,SIM,ENGENHEIRO,14.0,BAIXO,1.0,Cat_6,C
1620,464526,MASCULINO,SIM,51,SIM,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_6,D
1621,464528,MASCULINO,SIM,46,SIM,ENTRETENIMENTO,4.0,ALTO,4.0,Cat_2,B
1623,464536,MASCULINO,SIM,26,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,D
1624,464540,FEMININO,SIM,42,SIM,ENGENHEIRO,1.0,MEDIO,4.0,Cat_4,A
1625,464544,FEMININO,SIM,43,SIM,ENTRETENIMENTO,5.0,MEDIO,3.0,Cat_6,C
1626,464549,MASCULINO,SIM,53,SIM,EXECUTIVO,1.0,BAIXO,4.0,Cat_6,B
1628,464552,FEMININO,SIM,40,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_4,D
1629,464553,MASCULINO,SIM,71,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
1630,464555,MASCULINO,SIM,32,SIM,MARKETING,13.0,ALTO,4.0,Cat_4,A
1631,464560,MASCULINO,NAO,41,SIM,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_6,A
1632,464561,FEMININO,NAO,46,SIM,ENTRETENIMENTO,8.0,BAIXO,2.0,Cat_6,D
1633,464566,MASCULINO,SIM,40,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_6,A
1634,464569,MASCULINO,NAO,29,NAO,DOUTOR,1.0,BAIXO,5.0,Cat_6,D
1635,464570,MASCULINO,SIM,25,SIM,DOUTOR,1.0,MEDIO,2.0,Cat_6,C
1636,464572,FEMININO,SIM,52,SIM,MARKETING,0.0,BAIXO,1.0,Cat_6,A
1637,464576,MASCULINO,NAO,30,SIM,DOUTOR,9.0,BAIXO,5.0,Cat_6,D
1638,464577,FEMININO,SIM,25,SIM,ASSISTENCIA_MEDICA,12.0,ALTO,2.0,Cat_6,B
1639,464580,MASCULINO,NAO,32,NAO,ARTISTA,9.0,BAIXO,4.0,Cat_6,D
1641,464586,FEMININO,NAO,49,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_3,C
1642,464593,FEMININO,NAO,43,SIM,DOUTOR,1.0,BAIXO,4.0,Cat_2,D
1643,464594,MASCULINO,SIM,48,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_2,D
1644,464597,MASCULINO,NAO,41,NAO,ARTISTA,5.0,BAIXO,2.0,Cat_6,C
1645,464601,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,2.0,Cat_6,C
1646,464603,FEMININO,NAO,35,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_3,B
1647,464606,MASCULINO,SIM,41,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
1648,464607,FEMININO,SIM,47,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_2,C
1649,464608,FEMININO,SIM,53,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,B
1651,464620,FEMININO,SIM,40,SIM,ARTISTA,0.0,ALTO,2.0,Cat_6,A
1652,464621,MASCULINO,SIM,46,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
1654,464641,FEMININO,SIM,71,SIM,ADVOGADO,2.0,BAIXO,6.0,Cat_1,A
1655,464652,FEMININO,SIM,30,NAO,ENGENHEIRO,5.0,MEDIO,2.0,Cat_4,A
1656,464654,FEMININO,SIM,40,NAO,ENGENHEIRO,1.0,MEDIO,4.0,Cat_4,A
1657,464664,MASCULINO,SIM,43,NAO,ENTRETENIMENTO,0.0,MEDIO,5.0,Cat_4,C
1658,464666,MASCULINO,SIM,40,SIM,ENTRETENIMENTO,3.0,MEDIO,3.0,Cat_4,B
1659,464670,MASCULINO,SIM,39,NAO,ENTRETENIMENTO,1.0,MEDIO,4.0,Cat_4,B
1660,464673,MASCULINO,SIM,49,NAO,EXECUTIVO,1.0,ALTO,7.0,Cat_2,D
1661,464674,MASCULINO,SIM,51,NAO,ARTISTA,0.0,MEDIO,5.0,Cat_4,D
1662,464675,FEMININO,SIM,39,NAO,DOUTOR,1.0,MEDIO,9.0,Cat_4,A
1663,464677,MASCULINO,SIM,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_4,B
1664,464683,MASCULINO,SIM,53,NAO,ENGENHEIRO,0.0,MEDIO,6.0,Cat_4,A
1665,464684,FEMININO,NAO,35,NAO,ENGENHEIRO,9.0,BAIXO,5.0,Cat_4,B
1666,464685,MASCULINO,NAO,35,NAO,EXECUTIVO,2.0,BAIXO,4.0,Cat_4,A
1667,464688,MASCULINO,SIM,30,SIM,DOUTOR,1.0,BAIXO,9.0,Cat_4,C
1669,464691,MASCULINO,NAO,38,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_4,A
1670,464692,FEMININO,NAO,53,NAO,MARKETING,0.0,BAIXO,1.0,Cat_3,A
1671,464693,FEMININO,NAO,36,SIM,ENGENHEIRO,8.0,BAIXO,1.0,Cat_4,C
1672,464695,MASCULINO,NAO,33,NAO,ENGENHEIRO,0.0,BAIXO,4.0,Cat_4,A
1673,464696,FEMININO,NAO,40,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_4,C
1674,464697,FEMININO,SIM,36,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_4,D
1675,464699,MASCULINO,NAO,31,NAO,DOUTOR,1.0,BAIXO,5.0,Cat_4,A
1676,464701,MASCULINO,NAO,31,NAO,DOUTOR,1.0,BAIXO,2.0,Cat_4,A
1677,464704,MASCULINO,SIM,41,SIM,ASSISTENCIA_MEDICA,0.0,MEDIO,4.0,Cat_4,C
1679,464711,FEMININO,SIM,38,SIM,ARTISTA,5.0,MEDIO,3.0,Cat_1,D
1680,464712,MASCULINO,SIM,49,NAO,ARTISTA,1.0,BAIXO,5.0,Cat_4,A
1682,464726,MASCULINO,SIM,28,SIM,EXECUTIVO,14.0,ALTO,9.0,Cat_4,D
1683,464728,MASCULINO,SIM,51,NAO,ENTRETENIMENTO,0.0,ALTO,4.0,Cat_4,C
1684,464732,MASCULINO,SIM,41,NAO,ARTISTA,1.0,MEDIO,2.0,Cat_4,C
1685,464737,FEMININO,SIM,57,NAO,ENGENHEIRO,0.0,MEDIO,6.0,Cat_4,C
1686,464739,MASCULINO,SIM,67,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_4,C
1687,464746,MASCULINO,SIM,29,NAO,EXECUTIVO,3.0,MEDIO,5.0,Cat_4,D
1689,464755,MASCULINO,SIM,49,SIM,ARTISTA,0.0,ALTO,2.0,Cat_6,C
1690,464756,FEMININO,NAO,28,NAO,ENGENHEIRO,6.0,BAIXO,3.0,Cat_4,A
1691,464758,FEMININO,SIM,48,NAO,ENGENHEIRO,1.0,MEDIO,4.0,Cat_4,B
1692,464760,FEMININO,SIM,51,NAO,ENGENHEIRO,5.0,MEDIO,4.0,Cat_4,C
1693,464765,FEMININO,SIM,48,NAO,ENGENHEIRO,5.0,MEDIO,6.0,Cat_4,D
1694,464766,FEMININO,SIM,48,NAO,ENGENHEIRO,5.0,MEDIO,5.0,Cat_4,A
1696,464772,FEMININO,SIM,39,NAO,ENGENHEIRO,8.0,MEDIO,4.0,Cat_4,D
1697,464774,FEMININO,SIM,50,NAO,ENGENHEIRO,7.0,MEDIO,5.0,Cat_4,B
1698,464780,FEMININO,NAO,33,NAO,ENGENHEIRO,1.0,BAIXO,9.0,Cat_4,B
1700,464792,MASCULINO,SIM,30,NAO,MARKETING,2.0,ALTO,5.0,Cat_4,B
1702,464799,MASCULINO,NAO,36,NAO,MARKETING,0.0,BAIXO,4.0,Cat_4,B
1703,464802,MASCULINO,NAO,43,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_4,D
1704,464804,MASCULINO,SIM,26,NAO,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_4,A
1705,464806,MASCULINO,SIM,33,NAO,EXECUTIVO,0.0,BAIXO,2.0,Cat_4,D
1707,464812,FEMININO,SIM,49,SIM,ENGENHEIRO,1.0,ALTO,5.0,Cat_4,D
1708,464813,MASCULINO,SIM,48,SIM,ENGENHEIRO,6.0,MEDIO,5.0,Cat_6,A
1709,464817,MASCULINO,NAO,31,SIM,ARTISTA,5.0,BAIXO,1.0,Cat_4,D
1711,464825,FEMININO,NAO,21,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,1.0,Cat_4,D
1712,464827,FEMININO,SIM,50,NAO,ENTRETENIMENTO,8.0,MEDIO,5.0,Cat_4,B
1713,464828,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,6.0,Cat_4,B
1714,464831,FEMININO,SIM,21,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_4,D
1716,464835,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,6.0,Cat_4,D
1718,464845,MASCULINO,SIM,29,NAO,ENGENHEIRO,0.0,MEDIO,3.0,Cat_4,A
1719,464849,MASCULINO,SIM,42,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_4,A
1720,464851,MASCULINO,NAO,20,NAO,DOUTOR,0.0,BAIXO,6.0,Cat_4,B
1721,464852,MASCULINO,SIM,36,NAO,EXECUTIVO,1.0,BAIXO,6.0,Cat_4,D
1722,464854,FEMININO,SIM,42,NAO,ENGENHEIRO,0.0,ALTO,6.0,Cat_4,B
1723,464857,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,4.0,Cat_4,B
1725,464864,FEMININO,NAO,30,NAO,ENGENHEIRO,10.0,BAIXO,8.0,Cat_4,D
1726,464865,FEMININO,NAO,28,NAO,DONA_DE_CASA,9.0,BAIXO,9.0,Cat_4,A
1727,464868,MASCULINO,SIM,42,SIM,ENTRETENIMENTO,7.0,BAIXO,6.0,Cat_4,B
1728,464872,MASCULINO,SIM,38,SIM,ARTISTA,1.0,BAIXO,4.0,Cat_4,C
1729,464873,MASCULINO,SIM,42,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_4,C
1731,464879,FEMININO,SIM,29,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_4,C
1732,464884,MASCULINO,SIM,40,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_4,A
1733,464885,FEMININO,NAO,38,NAO,ENGENHEIRO,1.0,BAIXO,2.0,Cat_4,C
1734,464886,MASCULINO,SIM,37,SIM,ENGENHEIRO,1.0,MEDIO,4.0,Cat_4,C
1735,464902,FEMININO,SIM,65,NAO,ADVOGADO,1.0,BAIXO,1.0,Cat_4,B
1738,464910,FEMININO,SIM,47,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_4,B
1739,464911,MASCULINO,SIM,57,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_4,C
1742,464919,MASCULINO,SIM,37,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_4,A
1743,464920,MASCULINO,NAO,39,SIM,ARTISTA,4.0,BAIXO,1.0,Cat_4,A
1744,464921,MASCULINO,SIM,39,NAO,DOUTOR,1.0,MEDIO,5.0,Cat_4,D
1746,464927,FEMININO,SIM,70,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_4,D
1747,464932,MASCULINO,SIM,51,SIM,EXECUTIVO,9.0,BAIXO,1.0,Cat_4,C
1748,464938,MASCULINO,SIM,48,NAO,ARTISTA,1.0,BAIXO,3.0,Cat_4,B
1749,464939,MASCULINO,NAO,43,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_4,B
1750,464940,FEMININO,SIM,29,NAO,ENGENHEIRO,1.0,BAIXO,2.0,Cat_4,A
1751,464944,FEMININO,SIM,43,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_4,B
1752,464947,MASCULINO,NAO,25,NAO,DOUTOR,5.0,BAIXO,1.0,Cat_4,D
1753,464957,FEMININO,SIM,75,NAO,ADVOGADO,0.0,BAIXO,1.0,Cat_4,B
1754,464960,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_4,C
1755,464961,MASCULINO,SIM,86,NAO,MARKETING,1.0,BAIXO,1.0,Cat_4,B
1756,464963,FEMININO,SIM,50,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_4,D
1757,464972,MASCULINO,SIM,73,NAO,ADVOGADO,1.0,ALTO,9.0,Cat_4,C
1759,464981,MASCULINO,SIM,49,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
1760,464987,MASCULINO,SIM,46,SIM,EXECUTIVO,1.0,ALTO,5.0,Cat_6,D
1761,464990,MASCULINO,SIM,73,NAO,EXECUTIVO,0.0,ALTO,2.0,Cat_6,D
